WAD file    : jagdoom.wad
numlumps    : 1855
infotableofs: 3238548

lump name       size  filepos    0xsize   0xfpos
1570 LINEDEFS  11788  1729544    0x2E0C 0x001A6408
1571 SIDEDEFS  31860  1736808    0x7C74 0x001A8068
1572 VERTEXES   3168  1742228    0x0C60 0x001A9594
1573     SEGS  14196  1744976    0x3774 0x001AA050
1574 SSECTORS   1544  1754916    0x0608 0x001AC724
1575    NODES  10780  1756212    0x2A1C 0x001ACC34
1576  SECTORS   3666  1764180    0x0E52 0x001AEB54
1577   REJECT   2486  1765100    0x09B6 0x001AEEEC
1578 BLOCKMAP   8558  1766744    0x216E 0x001AF558
1579    MAP08      0  1772252    0x0000 0x001B0ADC
1580   THINGS   1190  1772252    0x04A6 0x001B0ADC
1581 LINEDEFS   5222  1772956    0x1466 0x001B0D9C
1582 SIDEDEFS  15870  1776220    0x3DFE 0x001B1A5C
1583 VERTEXES   1288  1778840    0x0508 0x001B2498
1584     SEGS   6708  1779940    0x1A34 0x001B28E4
1585 SSECTORS    612  1784420    0x0264 0x001B3A64
1586    NODES   4256  1784944    0x10A0 0x001B3C70
1587  SECTORS   2132  1787904    0x0854 0x001B4800
1588   REJECT    841  1788472    0x0349 0x001B4A38
1589 BLOCKMAP   7818  1788752    0x1E8A 0x001B4B50
1590    MAP09      0  1792928    0x0000 0x001B5BA0
1591   THINGS   1150  1792928    0x047E 0x001B5BA0
1592 LINEDEFS   5236  1793744    0x1474 0x001B5ED0
1593 SIDEDEFS  14910  1797024    0x3A3E 0x001B6BA0
1594 VERTEXES   1332  1799576    0x0534 0x001B7598
1595     SEGS   6480  1800716    0x1950 0x001B7A0C
1596 SSECTORS    644  1805092    0x0284 0x001B8B24
1597    NODES   4480  1805640    0x1180 0x001B8D48
1598  SECTORS   2288  1808892    0x08F0 0x001B99FC
1599   REJECT    968  1809552    0x03C8 0x001B9C90
1600 BLOCKMAP   3628  1810180    0x0E2C 0x001B9F04
1601    MAP10      0  1812568    0x0000 0x001BA858
1602   THINGS   1530  1812568    0x05FA 0x001BA858
1603 LINEDEFS  11466  1813648    0x2CCA 0x001BAC90
1604 SIDEDEFS  31380  1820808    0x7A94 0x001BC888
1605 VERTEXES   3068  1826144    0x0BFC 0x001BDD60
1606     SEGS  13572  1828612    0x3504 0x001BE704
1607 SSECTORS   1388  1837960    0x056C 0x001C0B88
1608    NODES   9688  1839128    0x25D8 0x001C1018
1609  SECTORS   3328  1845772    0x0D00 0x001C2A0C
1610   REJECT   2048  1846616    0x0800 0x001C2D58
1611 BLOCKMAP   9554  1847368    0x2552 0x001C3048
1612    MAP11      0  1853248    0x0000 0x001C4740
1613   THINGS   1800  1853248    0x0708 0x001C4740
1614 LINEDEFS   9506  1854544    0x2522 0x001C4C50
1615 SIDEDEFS  24300  1860376    0x5EEC 0x001C6318
1616 VERTEXES   2512  1864632    0x09D0 0x001C73B8
1617     SEGS  10404  1866636    0x28A4 0x001C7B8C
1618 SSECTORS    980  1873856    0x03D4 0x001C97C0
1619    NODES   6832  1874700    0x1AB0 0x001C9B0C
1620  SECTORS   2600  1879424    0x0A28 0x001CAD80
1621   REJECT   1250  1880112    0x04E2 0x001CB030
1622     BLOC   5988  1880916    0x1764 0x001CB354
1623               0        0    0x0000 0x00000000
1624               0        0    0x0000 0x00000000
1625               0        0    0x0000 0x00000000
1626               0        0    0x0000 0x00000000
1627               0        0    0x0000 0x00000000
1628               0        0    0x0000 0x00000000
1629               0        0    0x0000 0x00000000
1630               0        0    0x0000 0x00000000
1631               0        0    0x0000 0x00000000
1632               0        0    0x0000 0x00000000
1633               0        0    0x0000 0x00000000
1634               0        0    0x0000 0x00000000
1635               0        0    0x0000 0x00000000
1636               0        0    0x0000 0x00000000
1637               0        0    0x0000 0x00000000
1638               0        0    0x0000 0x00000000
1639               0        0    0x0000 0x00000000
1640               0        0    0x0000 0x00000000
1641               0        0    0x0000 0x00000000
1642               0        0    0x0000 0x00000000
1643               0        0    0x0000 0x00000000
1644               0        0    0x0000 0x00000000
1645               0        0    0x0000 0x00000000
1646               0        0    0x0000 0x00000000
1647               0        0    0x0000 0x00000000
1648               0        0    0x0000 0x00000000
1649               0        0    0x0000 0x00000000
1650               0        0    0x0000 0x00000000
1651               0        0    0x0000 0x00000000
1652               0        0    0x0000 0x00000000
1653               0        0    0x0000 0x00000000
1654               0        0    0x0000 0x00000000
1655               0        0    0x0000 0x00000000
1656               0        0    0x0000 0x00000000
1657               0        0    0x0000 0x00000000
1658               0        0    0x0000 0x00000000
1659               0        0    0x0000 0x00000000
1660               0        0    0x0000 0x00000000
1661               0        0    0x0000 0x00000000
1662               0        0    0x0000 0x00000000
1663               0        0    0x0000 0x00000000
1664               0        0    0x0000 0x00000000
1665               0        0    0x0000 0x00000000
1666               0        0    0x0000 0x00000000
1667               0        0    0x0000 0x00000000
1668               0        0    0x0000 0x00000000
1669               0        0    0x0000 0x00000000
1670               0        0    0x0000 0x00000000
1671               0        0    0x0000 0x00000000
1672               0        0    0x0000 0x00000000
1673               0        0    0x0000 0x00000000
1674               0        0    0x0000 0x00000000
1675               0        0    0x0000 0x00000000
1676               0        0    0x0000 0x00000000
1677               0        0    0x0000 0x00000000
1678               0        0    0x0000 0x00000000
1679               0        0    0x0000 0x00000000
1680               0        0    0x0000 0x00000000
1681               0        0    0x0000 0x00000000
1682               0        0    0x0000 0x00000000
1683               0        0    0x0000 0x00000000
1684               0        0    0x0000 0x00000000
1685               0        0    0x0000 0x00000000
1686               0        0    0x0000 0x00000000
1687               0        0    0x0000 0x00000000
1688               0        0    0x0000 0x00000000
1689               0        0    0x0000 0x00000000
1690               0        0    0x0000 0x00000000
1691               0        0    0x0000 0x00000000
1692               0        0    0x0000 0x00000000
1693               0        0    0x0000 0x00000000
1694               0        0    0x0000 0x00000000
1695               0        0    0x0000 0x00000000
1696               0        0    0x0000 0x00000000
1697               0        0    0x0000 0x00000000
1698               0        0    0x0000 0x00000000
1699               0        0    0x0000 0x00000000
1700               0        0    0x0000 0x00000000
1701               0        0    0x0000 0x00000000
1702               0        0    0x0000 0x00000000
1703               0        0    0x0000 0x00000000
1704               0        0    0x0000 0x00000000
1705               0        0    0x0000 0x00000000
1706               0        0    0x0000 0x00000000
1707               0        0    0x0000 0x00000000
1708               0        0    0x0000 0x00000000
1709               0        0    0x0000 0x00000000
1710               0        0    0x0000 0x00000000
1711               0        0    0x0000 0x00000000
1712               0        0    0x0000 0x00000000
1713               0        0    0x0000 0x00000000
1714               0        0    0x0000 0x00000000
1715               0        0    0x0000 0x00000000
1716               0        0    0x0000 0x00000000
1717               0        0    0x0000 0x00000000
1718               0        0    0x0000 0x00000000
1719               0        0    0x0000 0x00000000
1720               0        0    0x0000 0x00000000
1721               0        0    0x0000 0x00000000
1722               0        0    0x0000 0x00000000
1723               0        0    0x0000 0x00000000
1724               0        0    0x0000 0x00000000
1725               0        0    0x0000 0x00000000
1726               0        0    0x0000 0x00000000
1727               0        0    0x0000 0x00000000
1728               0        0    0x0000 0x00000000
1729               0        0    0x0000 0x00000000
1730               0        0    0x0000 0x00000000
1731               0        0    0x0000 0x00000000
1732               0        0    0x0000 0x00000000
1733               0        0    0x0000 0x00000000
1734               0        0    0x0000 0x00000000
1735               0        0    0x0000 0x00000000
1736               0        0    0x0000 0x00000000
1737               0        0    0x0000 0x00000000
1738               0        0    0x0000 0x00000000
1739               0        0    0x0000 0x00000000
1740               0        0    0x0000 0x00000000
1741               0        0    0x0000 0x00000000
1742               0        0    0x0000 0x00000000
1743               0        0    0x0000 0x00000000
1744               0        0    0x0000 0x00000000
1745               0        0    0x0000 0x00000000
1746               0        0    0x0000 0x00000000
1747               0        0    0x0000 0x00000000
1748               0        0    0x0000 0x00000000
1749               0        0    0x0000 0x00000000
1750               0        0    0x0000 0x00000000
1751               0        0    0x0000 0x00000000
1752               0        0    0x0000 0x00000000
1753               0        0    0x0000 0x00000000
1754               0        0    0x0000 0x00000000
1755               0        0    0x0000 0x00000000
1756               0        0    0x0000 0x00000000
1757               0        0    0x0000 0x00000000
1758               0        0    0x0000 0x00000000
1759               0        0    0x0000 0x00000000
1760               0        0    0x0000 0x00000000
1761               0        0    0x0000 0x00000000
1762               0        0    0x0000 0x00000000
1763               0        0    0x0000 0x00000000
1764               0        0    0x0000 0x00000000
1765               0        0    0x0000 0x00000000
1766               0        0    0x0000 0x00000000
1767               0        0    0x0000 0x00000000
1768               0        0    0x0000 0x00000000
1769               0        0    0x0000 0x00000000
1770               0        0    0x0000 0x00000000
1771               0        0    0x0000 0x00000000
1772               0        0    0x0000 0x00000000
1773               0        0    0x0000 0x00000000
1774               0        0    0x0000 0x00000000
1775               0        0    0x0000 0x00000000
1776               0        0    0x0000 0x00000000
1777               0        0    0x0000 0x00000000
1778               0        0    0x0000 0x00000000
1779               0        0    0x0000 0x00000000
1780               0        0    0x0000 0x00000000
1781               0        0    0x0000 0x00000000
1782               0        0    0x0000 0x00000000
1783               0        0    0x0000 0x00000000
1784               0        0    0x0000 0x00000000
1785               0        0    0x0000 0x00000000
1786               0        0    0x0000 0x00000000
1787               0        0    0x0000 0x00000000
1788               0        0    0x0000 0x00000000
1789               0        0    0x0000 0x00000000
1790               0        0    0x0000 0x00000000
1791               0        0    0x0000 0x00000000
1792               0        0    0x0000 0x00000000
1793               0        0    0x0000 0x00000000
1794               0        0    0x0000 0x00000000
1795               0        0    0x0000 0x00000000
1796               0        0    0x0000 0x00000000
1797               0        0    0x0000 0x00000000
1798               0        0    0x0000 0x00000000
1799               0        0    0x0000 0x00000000
1800               0        0    0x0000 0x00000000
1801               0        0    0x0000 0x00000000
1802               0        0    0x0000 0x00000000
1803               0        0    0x0000 0x00000000
1804               0        0    0x0000 0x00000000
1805               0        0    0x0000 0x00000000
1806               0        0    0x0000 0x00000000
1807               0        0    0x0000 0x00000000
1808               0        0    0x0000 0x00000000
1809               0        0    0x0000 0x00000000
1810               0        0    0x0000 0x00000000
1811               0        0    0x0000 0x00000000
1812               0        0    0x0000 0x00000000
1813               0        0    0x0000 0x00000000
1814               0        0    0x0000 0x00000000
1815               0        0    0x0000 0x00000000
1816               0        0    0x0000 0x00000000
1817               0        0    0x0000 0x00000000
1818               0        0    0x0000 0x00000000
1819               0        0    0x0000 0x00000000
1820               0        0    0x0000 0x00000000
1821               0        0    0x0000 0x00000000
1822               0        0    0x0000 0x00000000
1823               0        0    0x0000 0x00000000
1824               0        0    0x0000 0x00000000
1825               0        0    0x0000 0x00000000
1826               0        0    0x0000 0x00000000
1827               0        0    0x0000 0x00000000
1828               0        0    0x0000 0x00000000
1829               0        0    0x0000 0x00000000
1830               0        0    0x0000 0x00000000
1831               0        0    0x0000 0x00000000
1832               0        0    0x0000 0x00000000
1833               0        0    0x0000 0x00000000
1834               0        0    0x0000 0x00000000
1835               0        0    0x0000 0x00000000
1836               0        0    0x0000 0x00000000
1837               0        0    0x0000 0x00000000
1838               0        0    0x0000 0x00000000
1839               0        0    0x0000 0x00000000
1840               0        0    0x0000 0x00000000
1841               0        0    0x0000 0x00000000
1842               0        0    0x0000 0x00000000
1843               0        0    0x0000 0x00000000
1844               0        0    0x0000 0x00000000
1845               0        0    0x0000 0x00000000
1846               0        0    0x0000 0x00000000
1847               0        0    0x0000 0x00000000
1848               0        0    0x0000 0x00000000
1849               0        0    0x0000 0x00000000
1850               0        0    0x0000 0x00000000
1851               0        0    0x0000 0x00000000
1852               0        0    0x0000 0x00000000
1853               0        0    0x0000 0x00000000
1854               0        0    0x0000 0x00000000
CRY Color map:
  0 0000
  1 1FC9
  2 17D8
  3 4B78
  4 FF78
  5 1B78
  6 1378
  7 0B78
  8 0778
  9 37AB
 10 2BAC
 11 1FBD
 12 17CF
 13 4FB8
 14 47B8
 15 3FC8
 16 FF96
 17 F796
 18 F3A7
 19 EBA6
 20 E7A6
 21 DFA6
 22 DBB6
 23 D3B6
 24 CBB6
 25 C7B5
 26 BFB5
 27 BBB5
 28 B3B5
 29 AFC5
 30 A7C5
 31 A3C4
 32 9BC4
 33 97D4
 34 8FD4
 35 8BD3
 36 83D3
 37 7FD3
 38 77D2
 39 73E2
 40 6BE2
 41 67E1
 42 5FE1
 43 5BE1
 44 53E1
 45 4FF0
 46 47F0
 47 43F0
 48 FF87
 49 FF87
 50 FF98
 51 FF97
 52 FF97
 53 FFA8
 54 FFA7
 55 FFA7
 56 FFB8
 57 F7B8
 58 EFB7
 59 E7B7
 60 DFB7
 61 D7C8
 62 CFC8
 63 CBC7
 64 BFC8
 65 B3C8
 66 ABC8
 67 A3C8
 68 9BC8
 69 8FC8
 70 87C8
 71 7FC8
 72 77C8
 73 6BC8
 74 5FC8
 75 53C9
 76 4BC9
 77 3FC9
 78 33CA
 79 2BCA
 80 EF78
 81 E778
 82 DF78
 83 DB78
 84 D378
 85 CB78
 86 C778
 87 BF78
 88 B778
 89 B378
 90 AB78
 91 A778
 92 9F78
 93 9778
 94 9378
 95 8B78
 96 8378
 97 7F78
 98 7778
 99 6F78
100 6B78
101 6378
102 5B78
103 5778
104 4F78
105 4778
106 4378
107 3B78
108 3778
109 2F78
110 2778
111 2378
112 FF8C
113 EF8C
114 DF8C
115 CF8C
116 BF8C
117 AF8C
118 9F8C
119 938C
120 838C
121 738C
122 638C
123 538C
124 438C
125 339D
126 238C
127 179D
128 BF98
129 B798
130 AF98
131 A798
132 9F98
133 9BA8
134 93A8
135 8BA8
136 83A8
137 7BA8
138 77A8
139 6FA8
140 67A8
141 5FA8
142 57A8
143 53B8
144 9FA8
145 8FA8
146 83A8
147 77B9
148 67B9
149 5BB9
150 4FB8
151 43C9
152 7F99
153 7399
154 6B99
155 6389
156 57AA
157 4F9A
158 479A
159 3F9A
160 FFBB
161 EBCB
162 D7DB
163 C3DA
164 AFEA
165 9BE8
166 87F7
167 73F6
168 FF78
169 FF87
170 FF97
171 FFA6
172 FFB5
173 FFC4
174 FFD3
175 FFE2
176 FFF0
177 EFF0
178 E3F0
179 D7F0
180 CBF0
181 BFF0
182 B3F0
183 A7F0
184 9BF0
185 8BF0
186 7FF0
187 73F0
188 67F0
189 5BF0
190 4FF0
191 43F0
192 FF77
193 FF67
194 FF57
195 FF46
196 FF45
197 FF34
198 FF23
199 FF11
200 FF00
201 E300
202 CB00
203 B300
204 9B00
205 8300
206 6B00
207 5300
208 FF78
209 FF87
210 FF98
211 FFA8
212 FFB8
213 FFC8
214 FFD7
215 FFE7
216 F3E7
217 EBF7
218 DFE6
219 D7F7
220 CBF6
221 C3F6
222 B7F6
223 AFF6
224 FF78
225 FF88
226 FF99
227 FFBB
228 FFCC
229 FFDD
230 FFEE
231 FFFF
232 A7F6
233 9FF5
234 93F5
235 87F4
236 4FB8
237 43C8
238 37C8
239 2FD7
240 5300
241 4700
242 3B00
243 2F00
244 2300
245 1700
246 0B00
247 0000
248 FFD8
249 FFDC
250 FF74
251 FF70
252 CF70
253 9F80
254 6F80
255 A7A6
numtextures = 74
texture   0 [   ASH01]
texture   1 [BIGDOOR2€]
texture   2 [BIGDOOR6@]
texture   3 [ BRICK01]
texture   4 [ BRICK02]
texture   5 [ BRICK03]
texture   6 [ BRNPOIS]
texture   7 [  BROWN1]
texture   8 [BROWNGRN@]
texture   9 [ CBLUE01]
texture  10 [CEMENT01@]
texture  11 [COMPSPAN ]
texture  12 [COMPTALL€]
texture  13 [COMTAL02@]
texture  14 [  CRATE1]
texture  15 [CRATELIT@]
texture  16 [ CRATINY]
texture  17 [ DFACE01]
texture  18 [   DOOR1]
texture  19 [   DOOR3]
texture  20 [ DOORBLU]
texture  21 [ DOORRED]
texture  22 [DOORSTOP]
texture  23 [DOORTRAK]
texture  24 [ DOORYEL]
texture  25 [EXITDOOR€]
texture  26 [EXITSIGN@]
texture  27 [   GRAY5]
texture  28 [GSTSATYR@]
texture  29 [   LITE5]
texture  30 [MARBFAC3€]
texture  31 [MARBLE01@]
texture  32 [MARBLE02@]
texture  33 [MARBLE03@]
texture  34 [MARBLE04@]
texture  35 [   METAL]
texture  36 [  METAL1]
texture  37 [  NUKE24]
texture  38 [   PIPE2]
texture  39 [   PLAT1]
texture  40 [  SHAWN2]
texture  41 [  SKIN01]
texture  42 [  SKIN02]
texture  43 [  SKIN03]
texture  44 [SKINEDGE@]
texture  45 [SKULLS01@]
texture  46 [    SKY1]
texture  47 [    SKY2]
texture  48 [    SKY3]
texture  49 [SLADWALL@]
texture  50 [SP_DUDE4@]
texture  51 [ SP_HOT1]
texture  52 [   STEP6]
texture  53 [ STWAR01]
texture  54 [ STWAR02]
texture  55 [SUPPORT2@]
texture  56 [SUPPORT3@]
texture  57 [ SW1BRN1]
texture  58 [ SW1GARG]
texture  59 [SW1GSTON@]
texture  60 [  SW1HOT]
texture  61 [ SW1STAR]
texture  62 [ SW1WOOD]
texture  63 [ SW2BRN1]
texture  64 [ SW2GARG]
texture  65 [SW2GSTON@]
texture  66 [  SW2HOT]
texture  67 [ SW2STAR]
texture  68 [ SW2WOOD]
texture  69 [  TECH01]
texture  70 [  TECH02]
texture  71 [  TECH03]
texture  72 [  TECH04]
texture  73 [  WOOD01]
numflats = 43
numswitches = 6
